"probe","gene","meth_weight","expr_weight"
"cg08328513","DMGDH",-0.0994584709405899,0.0672646760940552
"cg10418524","HOXD13",-0.169336766004562,-0.38521420955658
"cg10063637","NMRAL1",-0.150942921638489,0.128518581390381
"cg06390536","MYO15B",-0.234819367527962,0.19140699505806
"cg20059140","GNAL",0.154269143939018,0.069404810667038
"cg13879483","USP44",-0.178300023078918,-0.0378366410732269
"cg12414557","RNF212",0.0882505401968956,0.139634758234024
"cg26554406","CPT1C",0.16959185898304,-0.119954109191895
"cg08742288","FCHSD1",0.337328463792801,-0.194186434149742
"cg05169951","KREMEN2",0.172227710485458,0.236254408955574
"cg05169951","PAQR4",0.172227710485458,-0.0361498855054379
"cg27072749","CRB3",0.139364928007126,-0.08064915984869
"cg16919569","HAND2",-0.0676109865307808,-0.133732467889786
"cg12258785","THRB",-0.0504207573831081,-0.144874796271324
"cg13443627","TACSTD2",-0.0330467745661736,-0.101311214268208
"cg26856080","TRIM59",0.0596747547388077,-0.021328816190362
"cg07183344","CPNE7",-0.151555314660072,0.0965401455760002
"cg00913949","ESRRG",-0.336805760860443,-0.1477060765028
"cg24753760","GRIK2",0.0490577593445778,0.207981899380684
"cg16404157","CLEC14A",-0.108067199587822,-0.0233462695032358
"cg13603508","CPNE8",0.155613273382187,0.225152358412743
"cg02430385","DUOX1",0.0335611961781979,0.175524592399597
"cg04233840","GATA4",0.264332711696625,0.406899303197861
"cg07078841","CYP1B1",-0.20827753841877,0.105326019227505
"cg05099508","SPAG6",-0.196592465043068,0.327269226312637
"cg08886823","ESRP2",-0.225318551063538,0.105576306581497
"cg21475150","RPL31",-0.419030785560608,-0.000517863547429442
"cg21039778","GDF7",-0.0953063517808914,-0.487092435359955
"cg08786077","QPCT",-0.00289190676994622,0.0832981914281845
"cg14883916","ZNF215",0.189776182174683,0.0109143350273371
"cg12024969","SH2D3A",0.386098384857178,0.0305657349526882
"cg07791578","DCDC2",-0.135148212313652,0.0011484824353829
"cg15844835","FCHSD1",0.34099754691124,-0.194186434149742
"cg10451078","GATA4",0.24422986805439,0.406899303197861
"cg09907936","ZNF135",-0.0919421315193176,-0.00593238230794668
"cg02571816","PPP1R14A",-0.0792029276490211,0.0672837942838669
"cg03593550","CACNG8",0.217392161488533,0.0726087242364883
"cg13356253","GPR75",-0.0639791712164879,0.0809555649757385
"cg17586860","SSTR4",-0.421624571084976,-0.00269253947772086
"cg13026730","GPR27",-0.0778502151370049,0.152959436178207
"cg06247406","GRIK2",0.0378954410552979,0.207981899380684
"cg14015044","TNFRSF10C",0.0028139385394752,-0.0284174624830484
"cg20278383","CLDN10",0.44278684258461,0.0342892073094845
"cg07182669","SERPINB9",0.177350968122482,-0.288680523633957
"cg13409449","GATA3",-0.226484000682831,-0.468216896057129
"cg22790973","TFCP2",0.203819110989571,-0.243433877825737
"cg27353308","BNIP3",-0.306353509426117,0.0258847586810589
"cg25637722","CRB3",0.169060900807381,-0.08064915984869
"cg22118524","ESRRG",-0.323780179023743,-0.1477060765028
"cg17098147","SPAG6",-0.150770783424377,0.327269226312637
"cg03507326","SRRM2",0.312873184680939,-0.0348783247172832
"cg04961235","RADIL",-0.0974101796746254,-0.186617136001587
"cg26681770","PMEPA1",0.287937670946121,-0.242981269955635
"cg27622506","THRB",-0.0524202175438404,-0.144874796271324
"cg09022993","SPATA18",0.00593566428869963,-0.206691101193428
"cg04515001","DCDC2",-0.17811094224453,0.0011484824353829
"cg16963683","ACCS",-0.11773631721735,0.0997936725616455
"cg01565314","EXOC3L2",0.444305598735809,0.0864109918475151
"cg20294304","HMGA1",0.309783428907394,-0.146225437521935
"cg26039254","SPATA18",-0.0448571816086769,-0.206691101193428
"cg24851854","TACSTD2",-0.0192671455442905,-0.101311214268208
"cg16654595","OCA2",-0.141524091362953,-0.309367626905441
"cg17568255","IAH1",0.0745475217700005,0.068139560520649
"cg16232183","CLDN10",0.0895596966147423,0.0342892073094845
"cg18612786","CBLC",0.312515765428543,-0.0884761735796928
"cg13088368","TOX2",0.124855346977711,-0.124436743557453
"cg09614415","FOXI2",-0.347887098789215,0.459479719400406
"cg23151000","CYP1B1",-0.23010790348053,0.105326019227505
"cg15653194","LFNG",0.135460093617439,-0.232798427343369
"cg15839431","YJEFN3",0.077300488948822,0.0578776523470879
"cg01856645","DMGDH",-0.0528839826583862,0.0672646760940552
"cg01856645","BHMT2",-0.0528839826583862,0.123754344880581
"cg12610471","SPAG6",-0.138344302773476,0.327269226312637
"cg10526374","ASCL2",0.100288338959217,-0.249864622950554
"cg15988970","DNAJC15",-0.119589664041996,0.180499538779259
"cg07553761","TRIM59",-0.0019726490136236,-0.021328816190362
"cg26316946","GRIK2",0.0839280188083649,0.207981899380684
"cg25330243","GRHL2",0.0103594232350588,-0.287180930376053
"cg06704518","GATA4",0.258034616708755,0.406899303197861
"cg02893180","ADM2",0.00859315507113934,0.150252357125282
"cg05347898","DCDC2",-0.160746112465858,0.0011484824353829
"cg18438944","MT1A",0.197383299469948,-0.168530538678169
"cg25639415","GRHL2",-0.0659157335758209,-0.287180930376053
"cg02623400","ELAVL4",-0.0393902212381363,-0.305130004882812
"cg01916088","FOXP4",0.200362861156464,-0.100095212459564
"cg15878317","NMNAT3",0.369718104600906,-0.362738996744156
"cg24505618","DUOX1",0.00272034131921828,0.175524592399597
"cg01026256","VWA5B2",-0.128564953804016,0.18527626991272
"cg16374999","PRPH",0.0580913349986076,-0.343317270278931
"cg18088242","DUOX1",-0.0228603538125753,0.175524592399597
"cg19471591","CPT1C",0.147246062755585,-0.119954109191895
"cg04868167","SPATA18",-0.0548989363014698,-0.206691101193428
"cg16275739","CLDN10",0.0690880045294762,0.0342892073094845
"cg13460057","PSMD5",0.137078508734703,-0.0805486142635345
"cg25130993","USH1C",-0.179238691926003,0.289146989583969
"cg11898486","LYPD5",0.0540641508996487,0.198226675391197
"cg22320962","GATA4",0.289384961128235,0.406899303197861
"cg24575083","CYB5R2",-0.0674273371696472,0.00199864688329399
"cg00235337","TMBIM1",-0.496282428503036,0.572191298007965
"cg01110759","MT1A",0.191340610384941,-0.168530538678169
"cg00907008","CHL1",0.058982752263546,-0.17318756878376
"cg08611810","GPR75",-0.0628194138407707,0.0809555649757385
"cg21646955","TCP11",-0.129769966006279,0.0332656614482403
"cg08614290","VIPR2",0.27485203742981,-0.296578586101532
"cg18192294","RNLS",-0.14434452354908,0.134912475943565
"cg14876077","EXOC3L2",0.385173559188843,0.0864109918475151
"cg09552652","SCNN1G",0.436283648014069,-0.176644593477249
"cg22943498","NNAT",0.219643279910088,-0.239395096898079
"cg21864304","VGLL4",0.0231551378965378,0.0815780013799667
"cg03615235","NNAT",0.215650007128716,-0.239395096898079
"cg13909895","ARSA",0.11177159845829,-0.0143668726086617
"cg00449767","EXOC3L2",0.433538407087326,0.0864109918475151
"cg12277666","TDRD5",-0.102423079311848,0.0576677098870277
"cg13448978","FGR",-0.267002075910568,0.0727255567908287
"cg17437939","TAC1",0.28678160905838,-0.0496072359383106
"cg26425933","VWA2",0.140447929501534,-0.298185408115387
"cg27212729","SP5",-0.162792131304741,-0.718475103378296
"cg26872475","NLRX1",-0.0134477009996772,-0.0715622380375862
"cg25204440","IRF6",0.262729465961456,0.0361248552799225
"cg00563229","XKR8",-0.0554762557148933,0.0827721506357193
"cg16319578","HSPA2",-0.287382423877716,0.163149654865265
"cg14556683","EPHX3",0.0440902784466743,0.255929619073868
"cg09904383","FCHSD1",0.310297787189484,-0.194186434149742
"cg26090107","SLC15A3",-0.08652263879776,0.221016466617584
"cg23079808","LTBR",-0.261447936296463,0.104952730238438
"cg07215504","ZNF469",0.0573054328560829,-0.144764930009842
"cg12000995","KRTCAP3",0.121759928762913,-0.00831109564751387
"cg07681728","RPL39L",0.00032548449235037,-0.00871559698134661
"cg15092343","MSX1",-0.203545600175858,-0.0544912740588188
"cg22571038","MYCBPAP",0.139951899647713,0.0472863167524338
"cg26785954","TMEM26",-0.161682590842247,0.168197140097618
"cg08048222","ZNF671",-0.00887060537934303,0.0668168663978577
"cg03255182","HOXC4",0.0250503215938807,0.267649352550507
"cg03255182","HOXC6",0.0250503215938807,0.250757485628128
"cg03255182","HOXC5",0.0250503215938807,0.254209518432617
"cg22407458","TCP11",-0.119271352887154,0.0332656614482403
"cg06662140","KLHDC7A",0.24555666744709,-0.164050549268723
"cg10137837","BCL6B",0.113182224333286,-0.123440518975258
"cg09677945","DNAJC15",-0.12804713845253,0.180499538779259
"cg21649442","SDR42E1",-0.0375479385256767,-0.00948543287813663
"cg02803037","MT1G",0.220079556107521,0.00877042580395937
"cg18987833","VGLL4",0.00925837736576796,0.0815780013799667
"cg16512570","ACCS",-0.122484393417835,0.0997936725616455
"cg12479674","TRIM59",0.0129034025594592,-0.021328816190362
"cg27049766","ZNF154",-0.000417141651269048,0.0456952899694443
"cg18451022","CYP1B1",-0.196654051542282,0.105326019227505
"cg17619311","ZNF662",-0.0800771713256836,0.0934220105409622
"cg26237681","SYCP2L",0.108608365058899,-0.003139553591609
"cg19766441","SLC34A2",0.131280958652496,0.0401942320168018
"cg25732462","LYPD5",0.0894876942038536,0.198226675391197
"cg13933080","SPAG6",-0.152978673577309,0.327269226312637
"cg07745707","ZNF469",-0.0437366627156734,-0.144764930009842
"cg01645998","SDR42E1",-0.0584343411028385,-0.00948543287813663
"cg23973429","GRHL2",-0.0477889142930508,-0.287180930376053
"cg19609502","FAM83F",-0.283275246620178,0.0630721598863602
"cg11366849","GLI3",0.212027668952942,-0.0892151221632957
"cg04738888","MYO15B",-0.163947820663452,0.19140699505806
"cg25755575","ESRRG",-0.322308599948883,-0.1477060765028
"cg24301620","GRIK2",0.0685983598232269,0.207981899380684
"cg25644243","WDR72",0.295463919639587,-0.173041880130768
"cg24524308","RPL39L",-0.0310193840414286,-0.00871559698134661
"cg15894661","ACCS",-0.157652527093887,0.0997936725616455
"cg19678392","PON1",-0.123021550476551,0.476924628019333
"cg14729962","DNAJC15",-0.120308123528957,0.180499538779259
"cg24848035","RGS22",-0.00903132185339928,0.196460694074631
"cg25032094","MYO15B",-0.274805158376694,0.19140699505806
"cg01287975","TAC1",0.287721365690231,-0.0496072359383106
"cg08740698","LTBR",-0.213892146945,0.104952730238438
"cg27403810","MYCBPAP",0.106782808899879,0.0472863167524338
"cg13906823","TSTD1",-0.217577740550041,0.290863007307053
"cg10418567","SPATA18",-0.0670782998204231,-0.206691101193428
"cg06272038","ASCL2",0.0973655134439468,-0.249864622950554
"cg08431536","PAX3",-0.212016388773918,-0.80681312084198
"cg10426464","C2CD4B",-0.0366288721561432,-0.30206686258316
"cg03940064","SPATA18",-0.078250877559185,-0.206691101193428
"cg13558754","HSPB6",0.0177188534289598,-0.135146722197533
"cg22338127","IRF6",0.268601506948471,0.0361248552799225
"cg09092054","CLDN5",0.153478860855103,-0.00086486927466467
"cg10106804","GJA4",0.230127543210983,-0.00579798826947808
"cg13605988","DUOX1",0.0581780783832073,0.175524592399597
"cg26644059","CRB3",0.15684674680233,-0.08064915984869
"cg00400183","CPT1C",0.166149452328682,-0.119954109191895
"cg13951491","HPDL",-0.0934617295861244,-0.0485633797943592
"cg25916307","KREMEN1",0.0623293220996857,0.10347007215023
"cg10591607","GRIK2",0.0885812193155289,0.207981899380684
"cg22557662","PPP1R14A",-0.0801279693841934,0.0672837942838669
"cg01031441","C12orf56",-0.304262012243271,0.039404109120369
"cg19113641","GDF7",-0.0632233694195747,-0.487092435359955
"cg17872886","COLEC11",-0.0561533682048321,-0.148640364408493
"cg24311947","XKR8",-0.0598210282623768,0.0827721506357193
"cg21323441","OCA2",0.210360556840897,-0.309367626905441
"cg12955789","RASGEF1C",0.124610729515553,-0.129262119531631
"cg16552454","SLC17A9",-0.214011326432228,0.236414402723312
"cg23302570","NXPH2",0.0793973356485367,-0.0326818004250526
"cg11301556","SLC12A5",-0.0886698886752129,0.114637032151222
"cg23690528","SGCE",-0.24908559024334,0.107635505497456
"cg23690528","PEG10",-0.24908559024334,0.112867347896099
"cg01405040","HOXD12",0.263839602470398,-0.468268901109695
"cg03964958","HOXD12",0.256317883729935,-0.468268901109695
"cg02473540","ZNF135",-0.0813339501619339,-0.00593238230794668
"cg07918545","FOXI2",-0.328871726989746,0.459479719400406
"cg20785796","SATB2",-0.0782901719212532,-0.279948949813843
"cg22900415","GJA3",0.13723312318325,0.0829778462648392
"cg22783363","TNFRSF10D",-0.11250513792038,-0.0303180888295174
"cg12266953","GDF7",-0.0328295417129993,-0.487092435359955
"cg10989897","ELAVL4",-0.0502086021006107,-0.305130004882812
"cg26328335","AQP5",-0.217491015791893,0.00182810716796666
"cg17246140","HAAO",-0.0277819540351629,-0.156708791851997
"cg25299750","TCP11",-0.10443502664566,0.0332656614482403
"cg11977686","ZNF671",-0.00199472880922258,0.0668168663978577
"cg04821708","SDR42E1",-0.0554276816546917,-0.00948543287813663
"cg27297626","KLHL29",0.12552997469902,-0.170529544353485
"cg10364040","HOXD10",-0.0921400785446167,0.0295699890702963
"cg18202449","ELAVL4",-0.0383254811167717,-0.305130004882812
"cg02006647","EXOC3L2",0.352180182933807,0.0864109918475151
"cg12911256","RNF207",-0.0260785054415464,-0.193225473165512
"cg06428163","CLDN10",0.0688319653272629,0.0342892073094845
"cg21303011","THRB",-0.0494902804493904,-0.144874796271324
"cg06634716","ESRRG",-0.320990681648254,-0.1477060765028
"cg06523224","BNC1",0.130459800362587,-0.030261879786849
"cg04912843","GIPC2",-0.00588665809482336,0.00233087688684464
"cg02147764","SIX3",0.0468651615083218,-0.213516056537628
"cg06700146","BCL6B",0.172432139515877,-0.123440518975258
"cg08169659","TMEM52",0.272882670164108,-0.2085330337286
"cg19788741","SLCO4C1",-0.230714812874794,-0.00555752823129296
"cg07967679","KRT7",-0.0840107947587967,-0.183996364474297
"cg21397393","RNF212",-0.0329847931861877,0.139634758234024
"cg13599131","BNIP3",-0.275783032178879,0.0258847586810589
"cg09147131","SLC16A3",0.210648223757744,-0.0875979214906693
"cg07384961","CLDN6",0.113737918436527,-0.210279390215874
"cg18696576","HMGA1",0.266407251358032,-0.146225437521935
